company,pp,res,rows,issuer,nav,cells,median_spread_pct,rule_label,label,basis,note
NM:FIGURE AI,0.0,0.8823529411764706,17,Figure AI Inc Class C,179764563.84,2,52.61019520190874,unclassified,unclassified,unclassified,
NM:A PLACE FOR ROVER,0.5555555555555556,1.0,54,A PLACE FOR ROVER INC,179598970.87,6,0.0,venture,venture,rule,
NM:FLAME BIOSCIENCES,0.99,1.0,100,FLAME BIOSCIENCES INC PP,176828094.42,15,0.0,venture,venture,rule,
NM:CAZOO,0.7777777777777778,1.0,90,CAZOO HOLDINGS LIMITED,175079492.25,2,54.494084341934084,venture,venture,rule,
NM:ION MEDIA NETWORKS,0.0,0.6535947712418301,153,Ion Media Networks Inc,173841439.23,15,86.57037798282934,unclassified,unclassified,unclassified,
NM:URSA MAJOR,0.0,1.0,146,"Ursa Major Technologies, Inc.",169708352.94,16,1.8808777429467183,unclassified,unclassified,unclassified,
ROW:298011,0.0,0.0,30,Mallinckrodt ARD LLC,162184588.03,3,0.06377551020408934,listed,listed,rule,
NM:ROTECH HEALTHCARE,0.6666666666666666,0.0,18,ROTECH HEALTHCARE INC (NEW),157580239.43,3,93.05019305019306,unclassified,unclassified,unclassified,
NM:LOGMEIN,0.0,0.0,15,LogMeIn Inc,156513577.57999998,1,0.011622501162245058,listed,listed,rule,
NM:SK TELECOM,0.0,0.0,29,SK Telecom Co Ltd,155955097.66,1,1.9264093247350011,listed,listed,rule,
NM:HAIER ELECTRONICS,0.0,0.0,13,Haier Electronics Group Co Ltd,153218648.866,1,9.999751966091907,listed,listed,rule,
NM:1661 D B A GOAT,0.0,1.0,30,1661 INC D/B/A GOAT SER F CVT PFD STOCK,149551957.1,6,4.484471616272856e-06,unclassified,unclassified,unclassified,
NM:SALUDA MEDICAL,1.0,1.0,75,None,147634096.63,10,26.82905982905984,venture,venture,rule,
NM:DELHIVERY,0.875,0.875,24,DELHIVERY PVT LTD,141763046.28,3,9.152303289852682,venture,venture,rule,
NM:GRUPO ELEKTRA S A B DE C V,0.0,0.0,34,Grupo Elektra SAB DE CV,140471001.15,3,25.000043834217323,listed,listed,rule,
NM:ZERO MASS WATER,0.0,1.0,94,"Zero Mass Water, Inc., Series C-1",137299737.74,10,46.82116495747249,unclassified,unclassified,unclassified,
NM:ALTICE FRANCE,0.0,0.0,88,ALTICE FRANCE HOLDING SA,137071232.76,6,21.541314190051295,listed,listed,rule,
NM:ENDEAVOR BIOMEDICINES,0.2,1.0,80,ENDEAVOR BIOMEDICINES INC.,134713298.02,8,13.02603537187982,unclassified,unclassified,unclassified,
NM:CHESAPEAKE ENERGY,0.0,0.0,54,Chesapeake Energy Corp,132685058.14,2,0.0007137249304234317,listed,listed,rule,
NM:XOMETRY,0.6964285714285714,1.0,168,XOMETRY SER A-2 CVT PFD STOCK PP,129912660.8,3,0.6370094431115136,venture,venture,rule,
NM:AMERIFORGE,0.0,0.1,30,Ameriforge Group Inc.,127333452.77999999,5,136.68639053254435,unclassified,unclassified,unclassified,
NM:BRIGHT HEALTH,1.0,1.0,23,BRIGHT HEALTH SER E CVT PFD STOCK PP,126060839.9,4,6.762929549708474e-07,venture,venture,rule,
NM:HOME REIT,0.0,0.0,177,Home Reit PLC,125988359.28999999,14,51.42852573971875,listed,listed,rule,
NM:MT LOGAN RE,0.0,0.34146341463414637,41,MT LOGAN RE LTD,125418432.73,7,55.77189779484524,unclassified,unclassified,unclassified,
NM:HILLENBRAND,0.0,0.0,21,CAP HILL BRANDS PREF EQUITY,125291194.22999999,4,0.0,listed,listed,rule,
NM:WEST AFRICAN RESOURCES,0.0,0.0,24,West African Resources Ltd,124704850.93,2,28.88120434964353,listed,listed,rule,
NM:BREEZE AVIATION,0.0,1.0,85,"Breeze Aviation Group, Inc., Series B",123477005.47,16,0.0,unclassified,unclassified,unclassified,
ROW:277114,0.0,0.8333333333333334,18,"Monitronics International, Inc.",123457318.57,3,189.0,unclassified,unclassified,unclassified,
NM:AIMBRIDGE,0.0,0.0,39,AIMBRIDGE,123356135.48,4,54.642332876655,listed,listed,rule,
NM:KARDIGAN,0.9375,1.0,32,KARDIGAN INC,120489164.83,4,0.02302786394866585,venture,venture,rule,
NM:SHOCKWAVE MEDICAL,0.0,0.0,17,Shockwave Medical Inc,120365937.0,1,0.07468259895444529,listed,listed,rule,
NM:VIMEO,0.8636363636363636,1.0,22,VIMEO CLASS A VOTING,118111620.27000001,1,6.52347527108077e-06,venture,venture,rule,
NM:EXO CAPITAL,0.0,1.0,87,"Exo Imaging, Inc., Series C",117721216.83,12,0.0,unclassified,unclassified,unclassified,
NM:SIFIVE,1.0,0.6666666666666666,6,SIFIVE INC,113939069.19,1,6.6418426314385215e-09,unclassified,unclassified,unclassified,
NM:UTEX INDUSTRIES,0.0,0.0,18,UTEX INDUSTRIES COMMON,113567814.0,3,0.0,listed,listed,rule,
NM:ARISTEA THERAPEUTICS,0.3333333333333333,1.0,48,"ARISTEA THERAPEUTICS, INC.",113402140.43,8,63.139089916226524,venture,venture,rule,
NM:CORPORATE TRAVEL MANAGEMENT LT,0.0,0.0,58,Corporate Travel Management Ltd,112789910.06,4,61.79884893906906,listed,listed,verified,listed on the ASX
NM:COUPA SOFTWARE,0.0,0.0,18,Coupa Software Inc,112405185.81,1,0.03705075954056891,listed,listed,rule,
NM:OSSTEMIMPLANT,0.0,0.0,50,Osstem Implant Co Ltd,105424400.16,3,100.00000024239628,listed,listed,rule,
NM:PROCORE,0.84,1.0,50,PROCORE TECHNOLOGIES PP,101250396.0,3,0.0,venture,venture,rule,
NM:TREASURY WINE ESTATES,0.0,0.0,6,Treasury Wine Estates Ltd,100117351.39,1,1.4150052390838441,listed,listed,rule,
NM:DOUBLEVERIFY,0.4782608695652174,1.0,23,DOUBLEVERIFY INC,99145190.04,4,0.05054819186994797,venture,venture,rule,
NM:EPIRUS SERIERS C 2,0.8333333333333334,1.0,18,EPIRUS INC SERIERS C-2 CVT PFD STOCK PP,98985915.57,3,3.7339838998562414e-06,venture,venture,rule,
NM:SIEMENS ENERGY INDIA,0.0,0.04,25,SIEMENS ENERGY INDIA LTD,97414448.31,2,0.06791461892574624,unclassified,unclassified,unclassified,
NM:AEDIFICA,0.0,0.0,9,Aedifica SA,95411760.55,1,2.3480154487387495e-06,listed,listed,rule,
NM:SOCIAL FINANCE VOTING,0.5,1.0,30,SOCIAL FINANCE(DBA SOFI)VOTING,93021664.08,2,43.01583458707377,venture,venture,rule,
NM:WORLD,0.7272727272727273,0.7272727272727273,22,WORLD LABS,92273788.35,1,0.027574374214900388,unclassified,unclassified,unclassified,
NM:NUVIA,0.5,1.0,24,NUVIA INC,89072508.25999999,4,3.039967127142107,venture,venture,rule,
NM:HANWHA SOLUTIONS,0.0,0.0,14,Hanwha Solutions Corp,87251242.9,1,0.008702342414479425,listed,listed,rule,
NM:EP ENERGY,0.0,0.0,15,EP ENERGY CORP,85955325.72,3,163.34999999999997,listed,listed,rule,
NM:HEMISPHERE PROPERTIES INDIA,0.0,0.018518518518518517,54,Hemisphere Properties India Ltd,83515311.87,9,3.090269970519066,unclassified,unclassified,unclassified,
NM:IMAGO BIOSCIENCES,0.45,1.0,20,IMAGO BIOSCIENCES SER C CVT PFD STOCK PP,82170780.77,3,0.18214939785201611,venture,venture,rule,
NM:COMMERCIAL BARGE LINE,0.0,0.4444444444444444,36,Commercial Barge Line Co.,81026131.5,3,28.57142857142858,unclassified,unclassified,unclassified,
NM:X I,0.0,1.0,9,X HOLDINGS I INC,80413269.1,1,76.95409976558363,unclassified,unclassified,unclassified,
NM:SYENSQO SA EUR,0.0,0.0,20,Syensqo SA,80377536.66,1,0.35030289509949686,listed,listed,rule,
NM:ARDAGH SA 144A,0.05970149253731343,0.029850746268656716,67,Ardagh Holdings SA,80104565.32,6,26.261773749388873,unclassified,unclassified,unclassified,
NM:MILLROSE PROPERTIES,0.0,0.0,87,Millrose Properties Inc,79208125.00999999,1,102.14755346621453,listed,listed,rule,
NM:APPTRONIK,0.0,0.7647058823529411,17,Apptronik Series A-X1,79036654.84,2,3.0800042846546583,unclassified,unclassified,unclassified,
NM:CONSTELLATION OIL SERVICES HOL,0.0,0.6709677419354839,155,CONSTELLATION OIL SERVICES HOLDING SA,78472289.28,8,24.54334164276981,unclassified,unclassified,unclassified,
NM:MANUS BIO,1.0,1.0,46,MANUS BIO INC SERIES ONE-6 CVT PFD PP,75339244.62,5,10.666666666666668,venture,venture,rule,
NM:PROOFPOINT,0.0,0.0,13,Proofpoint Inc,74072654.8,1,0.05685048322909836,listed,listed,rule,
NM:SEEK,0.0,0.0,24,SEEK Ltd,73936679.51,2,7.368605621925428,listed,listed,rule,
NM:WESTMORELAND MINING,0.0,1.0,401,WESTMORELAND MINING HOLDINGS LLC,73905673.03,27,0.0,unclassified,unclassified,unclassified,
NM:SOUTHCROSS ENERGY PARTNERS,0.0,0.3595505617977528,89,Southcross Energy Partners L.P.,72859484.85000001,6,84.44439933192919,unclassified,unclassified,unclassified,
NM:COFINIMMO,0.0,0.0,6,Cofinimmo SA,72317057.56,1,4.508196704833267e-07,listed,listed,rule,
NM:MIRADOR THERAPEUTICS,1.0,1.0,18,MIRADOR THERAPEUTICS INC,72100993.39999999,2,8.787878787878789,venture,venture,rule,
NM:SILLAJEN,0.0,0.0,100,SillaJen Inc,71268223.46000001,11,117.76256232470175,listed,listed,rule,
NM:SERVICETITAN SR F,0.8333333333333334,1.0,42,SERVICETITAN INC SR F CVT PFD STOCK PP,67970592.22,7,1.0174198794565825e-05,venture,venture,rule,
NM:COUNTRY GARDEN,0.0,0.0,58,Country Garden Holdings Co Ltd,67900948.11,5,40.15999373390176,listed,listed,rule,
NM:CIFI L HKD,0.0,0.0,66,CIFI Holdings Group Co Ltd,67203600.97,6,39.515171045084244,listed,listed,rule,
NM:QXO,0.0,0.0,8,QXO INC,65476000.660000004,1,5.442183486996188,listed,listed,rule,
NM:MARKLOGIC,0.0,1.0,35,MARKLOGIC CORPORATION,64191941.1,5,12.80137772675085,unclassified,unclassified,unclassified,
NM:QUBE,0.0,0.0,18,Qube Holdings Ltd,62929630.6,1,8.05415012143662,listed,listed,rule,
NM:THIRD ARC BIO,0.4,1.0,15,"THIRD ARC BIO, INC",62133402.57,3,1.597804111241885e-07,venture,venture,rule,
NM:BOLT DATA ENERGY,0.0,0.0,18,BOLT DATA & ENERGY INC.,62100000.0,2,0.0,listed,listed,rule,
NM:BEST WORLD INTERNATIONAL,0.0,0.0,87,Best World International Ltd,61597748.18,9,86.4242559828652,listed,listed,rule,
NM:RUNWAY AI,0.6,0.6,30,RUNWAY AI INC,60955981.26,4,19.262936156061617,unclassified,unclassified,unclassified,
NM:ALKAMI,0.6,1.0,10,ALKAMI TECHNOLOGY INC,60696256.81,2,7.232159353504186,venture,venture,rule,
NM:LEO LITHIUM UNL,0.0,0.0,82,Leo Lithium Ltd,60514318.47,9,33.24576910599164,listed,listed,rule,
NM:NOODLE PARTNERS,0.0,1.0,43,"Noodle Partners, Inc., Series C",59580793.96,8,0.0,unclassified,unclassified,unclassified,
NM:PHI DE,0.0,0.6666666666666666,15,PHI Group Inc/DE,59294930.64,3,69.50943404194858,unclassified,unclassified,unclassified,
NM:BIONTECH,0.75,0.5,8,BIONTECH AG,58835213.71,1,3.9085676547718107,unclassified,unclassified,unclassified,
NM:SNOWFLAKE,0.2903225806451613,0.8709677419354839,62,SNOWFLAKE COMPUTING INC,57669134.36,4,0.0,unclassified,unclassified,unclassified,
NM:GTT COMMUNICATIONS,0.0,0.0,108,GTT COMMUNICATIONS INC,57120576.19,13,119.18840579710147,listed,listed,rule,
NM:SPIRIT AVIATION,0.0,0.0,47,SPIRIT AIRLINES LLC,55928320.57,3,14.28571428571428,listed,listed,rule,
NM:CLAIRE S STORES,0.0,0.21052631578947367,19,"Claire's Stores, Inc.",53167044.18,1,50.0,unclassified,unclassified,unclassified,
NM:GABELLI DVD TR,0.0,0.0,5,GABELLI DVD & INC TR,52914537.0,1,0.0,listed,listed,rule,
NM:DIGICEL INTL FIN,0.0,0.5390625,128,DIGICEL INTL FIN LTD,50852145.11,12,0.20006885017742615,unclassified,unclassified,unclassified,
NM:UNTRADE ECOGREEN,0.0,0.0,51,EcoGreen International Group Ltd,50805175.46,5,33.33333208701743,listed,listed,rule,
NM:UNTRADE CHINA ZHONGWANG,0.0,0.0,88,China Zhongwang Holdings Ltd,49962759.21,8,91.82636651286121,listed,listed,rule,
NM:GEE ACQUISITION,0.0,0.0,58,GEE ACQUISITION HOLDINGS CORP,49848760.1,9,7.531380753138062,listed,listed,rule,
NM:LEARFIELD COMMUNICATIONS EQUITY,0.0,0.8444444444444444,45,LEARFIELD COMMUNICATIONS LLC,49322679.0,5,1.3513513513513598,unclassified,unclassified,unclassified,
NM:INFINERA,0.0,0.0,6,Infinera Corp,48800872.67,1,8.81359413215186,listed,listed,rule,
NM:SAMSUNG HEAVY INDUSTRIES LT,0.0,0.0,16,SAMSUNG HEAVY INDS LTD,48432720.97,1,0.4403394309792308,listed,listed,rule,
NM:SMI,0.0,0.0,22,SMI Holdings Group Ltd,46537213.95,4,49.99819017085459,listed,listed,rule,
NM:GRUPO AEROMEXICO SAB DE CV,0.0,0.0,71,Grupo Aeromexico SAB de CV,45487883.97,8,16.22222326387741,listed,listed,rule,
NM:CHINA TRADITIONAL CHINESE MEDICINE,0.0,0.0,14,China Traditional Chinese Medicine Holdings Co Ltd,45394257.379999995,1,11.014328195099798,listed,listed,rule,
NM:PIRAMAL FINANCE,0.0,0.0,5,Piramal Finance Ltd,45330501.92,1,0.0070408835177060425,listed,listed,rule,
NM:JINCHUAN INTL,0.0,0.0,66,Jinchuan Group International Resources Co Ltd,45116092.51,9,17.647121273461508,listed,listed,rule,
NM:PIRAMAL PHARMA,0.0,0.0,21,Piramal Pharma Ltd,45050475.25,2,3.2694722886662753,listed,listed,rule,
NM:EXIDE OLD,0.0,0.32727272727272727,55,Exide Technologies,44935329.32000001,4,20.481927698295486,unclassified,unclassified,unclassified,
NM:NIPPON EXPRESS JPY,0.0,0.0,36,Nippon Express Co Ltd,44715735.15,1,2.039803668542972,listed,listed,rule,
NM:TREELINE BIO,0.8333333333333334,1.0,6,TREELINE BIO SER A CVT PFD STOCK PP,43451086.54,1,1.9438177734087958e-07,venture,venture,rule,
NM:BAPCOR,0.0,0.0,11,Bapcor Ltd,42707664.26,1,1.3043559787817571e-06,listed,listed,rule,
NM:SEER,1.0,1.0,16,SEER INC,42611423.76,2,46.12919742041052,venture,venture,rule,
NM:PHYSICAL INTELLIGENCE,1.0,1.0,17,PHYSICAL INTELLIGENCE,42317518.989999995,3,0.05869574522794352,venture,venture,rule,
NM:EVERGRANDE PROPERTY SERVICES,0.0,0.7307692307692307,26,Evergrande Property Services Group Ltd,42191005.0,4,66.68094382148132,unclassified,unclassified,unclassified,
NM:ESR,0.0,0.4,5,ESR Group Ltd,41449521.72,1,0.46548963683299416,unclassified,unclassified,unclassified,
NM:CAPRICORN METALS,0.0,0.0,8,Capricorn Metals Ltd,41091041.88,1,3.1069400552761417,listed,listed,rule,
NM:GRUPO DE INVERSIONES SURAMERIC,0.0,0.0,14,GRUPO DE INVERSIONES SURAMERICANA S A,40792894.21,1,10.161583365712957,listed,listed,rule,
NM:SONY FINANCIAL,0.0,0.0,16,SONY FINANCIAL GROUP INC,40416142.93,1,67.62177650429797,listed,listed,rule,
NM:SOULBRAIN,0.0,0.0,25,Soulbrain Holdings Co Ltd,40222900.45,2,5.702573484403095,listed,listed,rule,
NM:LIVONGO HEALTH,0.0,0.0,11,Livongo Health Inc,39785491.190000005,1,15.949055229942498,listed,listed,rule,
NM:ORUKA THERAPEUTICS,0.0,1.0,10,ORUKA THERAPEUTICS INC,39499604.650000006,2,118.38164539455168,unclassified,unclassified,unclassified,
NM:SINGAPORE PRESS HLDGS,0.0,0.0,6,Singapore Press Holdings Ltd,39463072.75,1,4.937002457960915e-05,listed,listed,rule,
NM:SUPERIOR ENERGY SERVICES,0.0,0.0,58,SUPERIOR ENERGY SERVICES INC,39130590.86,8,70.6660737374709,listed,listed,rule,
NM:LUXCO3,0.0,0.02702702702702703,37,LUXCO3 SHARES,38516413.620000005,4,6.120941138189706,unclassified,unclassified,unclassified,
NM:AESTAS MANAGEMENT,0.6,0.8,5,AESTAS MANAGEMENT CO LLC,38009850.0,1,0.0,venture,venture,rule,
NM:ALTABA ESCROW SHS,0.0,0.0,6,Altaba Inc.,37911263.22,1,5.705552725420282,listed,listed,rule,
NM:Z ENERGY,0.0,0.0,10,Z Energy Ltd,37486020.77,1,0.4755192931495733,listed,listed,rule,
NM:COHESITY,0.0,0.9295774647887324,142,COHESITY INC,36976229.12,6,18.28552265011445,unclassified,unclassified,unclassified,
NM:THAI AIRWAYS INTERNATIONAL PUBLIC,0.0,0.0,70,Thai Airways International PCL,36174765.75,14,30.041691052690368,listed,listed,rule,
NM:FOCUS FINANCIAL PARTNERS,0.0,0.0,9,Focus Financial Partners Inc,36141071.0,1,0.0,listed,listed,rule,
NM:BRISTOW NEW,0.0,0.04477611940298507,67,BRISTOW GROUP INC,35658216.76,3,25.452725413252008,unclassified,unclassified,unclassified,
NM:ROOFOODS SR G,1.0,1.0,66,ROOFOODS LTD (DELIVEROO) SR G CVT PFD PP,35276330.8,6,8.768883619225676e-07,venture,venture,rule,
NM:PAX GLOBAL,0.0,0.0,10,PAX GLOBAL TECHNOLOGY LTD,35100694.09,1,0.15429514889628848,listed,listed,rule,
NM:WHEELOCK AND,0.0,0.0,14,Wheelock & Co Ltd,35001067.49,1,11.394847346709792,listed,listed,rule,
NM:FIREFINCH,0.0,0.024,125,Firefinch Ltd,34992775.59,11,219.99901707597195,unclassified,unclassified,unclassified,
NM:SKILLSOFT,0.0,0.0,16,Skillsoft Corp,34682036.55,2,7.622304565240389,listed,listed,rule,
NM:RAVEN INDUSTRIES,0.0,0.0,11,Raven Industries Inc,34326604.0,1,0.0,listed,listed,rule,
NM:ANE CAYMAN,0.0,0.0,7,ANE Cayman Inc,34126698.660000004,1,0.6003286825360332,listed,listed,rule,
NM:CHINA YANGTZE POWER,0.0,0.0,10,China Yangtze Power Co Ltd,34028931.46,1,0.16256272771177915,listed,listed,rule,
NM:CHINA AOYUAN,0.0,0.0,124,China Aoyuan Group Ltd,33854254.19,14,109.17685378995823,listed,listed,rule,
NM:BANK OF KYOTO,0.0,0.0,12,Bank of Kyoto Ltd/The,33849080.14,1,1.1768086360102181,listed,listed,rule,
NM:FLIGHT CENTRE TRAVEL,0.0,0.0,57,Flight Centre Travel Group Ltd,33572085.98,3,1.298305471951977,listed,listed,rule,
NM:WESTMET,0.0,0.9411764705882353,153,WESTMET GROUP HOLDINGS LLC,33306668.64,9,7.640279613418954e-05,unclassified,unclassified,unclassified,
NM:HENGTEN NETWORKS,0.0,0.0,12,HENGTEN NETWORKS GROUP LTD,32855263.8,1,2.2378896269934723,listed,listed,rule,
NM:MAPLEBEAR DBA INSTACART NON VOTING,1.0,1.0,45,MAPLEBEAR DBA INSTACART NON-VOTING PP,32688787.2,9,0.0,venture,venture,rule,
NM:UNITED RENEWABLE ENERGY,0.0,0.0,9,United Renewable Energy Co Ltd/Taiwan,32518290.8,1,1.419560723392399,listed,listed,rule,
NM:2020 CASH MANDATORY EXCHANGEABLE TRUST,0.0,0.2857142857142857,7,2020 Cash Mandatory Exchangeable Trust,31963031.96,1,1.330817116808003,unclassified,unclassified,unclassified,
NM:CARESTREAM HEALTH,0.0,0.0,21,Carestream Health Inc,30919043.68,3,42.079999999999984,listed,listed,rule,
NM:VIRGIN MONEY UK,0.0,0.0,5,Virgin Money UK PLC,30864939.3,1,0.2850720036731369,listed,listed,rule,
NM:GENERATION BIO,0.5,1.0,12,GENERATION BIO,30727856.93,1,9.967130825590864,venture,venture,rule,
NM:LOGAN,0.0,0.0,58,Logan Group Co Ltd,30193615.33,3,45.33333778306097,listed,listed,rule,
NM:PACIFIC DRILLING,0.0,0.8571428571428571,14,PACIFIC DRILLING CO LLC (AKA: PACIFIC DRILLING CO LTD),30127282.5,1,2.2727272727272707,unclassified,unclassified,unclassified,
NM:JASPER INFOTECH PRIVATE,0.0,0.9791666666666666,48,Jasper Infotech Private Ltd,29604266.0,7,16.84422396355185,unclassified,unclassified,unclassified,
NM:CRISPR THERAPEUTICS,0.0,0.0,8,CRISPR Therapeutics AG,29287023.23,1,0.025693730729692277,listed,listed,rule,
NM:OCI,0.0,0.0,9,OCI Co Ltd,29274437.46,1,0.4556741118691532,listed,listed,rule,
NM:PROCORE TECH,0.0,1.0,42,PROCORE TECH SER B CVT PFD,28990656.0,3,0.0,unclassified,unclassified,unclassified,
NM:VENUS MEDTECH HANGZHOU,0.0,0.34285714285714286,35,Venus MedTech Hangzhou Inc,28576339.15,3,33.1753552415116,unclassified,unclassified,unclassified,
NM:MAPLETREE COMMERCIAL TRUST MANAGEMENT,0.0,0.14285714285714285,21,Mapletree Commercial Trust,28063420.76,1,0.7814271945569162,unclassified,unclassified,unclassified,
NM:SEMBCORP MARINE,0.0,0.0,13,Sembcorp Marine Ltd,27720683.45,1,0.2505844856268036,listed,listed,rule,
NM:CHINA RENAISSANCE,0.0,0.29508196721311475,61,China Renaissance Holdings Ltd,27701236.009999998,9,122.2221971309955,unclassified,unclassified,unclassified,
NM:ANT BALANCE OWED 2023,0.5,1.0,24,ANT GROUP BALANCE OWED 2023,27433789.72,4,8.33973812230937e-07,venture,venture,rule,
NM:FIRE ROCK,0.0,0.0,53,Fire Rock Holdings Ltd,27242204.21,9,34.16165980798888,listed,listed,rule,
NM:THEMIS SOL SR AA,0.8571428571428571,1.0,42,THEMIS SOL (CLIO) SR AA CVT PFD STOCK PP,26644507.0,6,0.0,venture,venture,rule,
NM:GOME RETAIL,0.0,0.0,21,GOME Retail Holdings Ltd,26519094.419999998,4,27.400342599406102,listed,listed,rule,
NM:ECOPRO,0.0,0.0,9,Ecopro Co Ltd,26343816.07,1,0.600180956409524,listed,listed,rule,
NM:SOLIDCORE RESOURCES,0.0,0.0,13,Polymetal International PLC,26058023.4,1,138.41904477997042,listed,listed,rule,
NM:ORIENT SECURITIES CHINA,0.0,0.0,14,ORIENT SECURITIES CO LTD/CHINA,25647903.93,1,0.768442793328239,listed,listed,rule,
NM:YICHANG HEC CHANGJIANG PHARMACEUTICAL,0.0,0.8,5,YiChang HEC ChangJiang Pharmaceutical Co Ltd,25552168.95,1,9.893581960438214,unclassified,unclassified,unclassified,
NM:NMDC STEEL,0.0,0.02631578947368421,38,NMDC STEEL LIMITED,25491394.830000002,4,3.9137188911416043,unclassified,unclassified,unclassified,
NM:SHIZUOKA BANK JPY,0.0,0.0,26,Shizuoka Bank Ltd/The,25433625.14,1,1.8440584315375874,listed,listed,rule,
NM:WASKITA KARYA PERSERO TBK PT,0.0,0.0,38,Waskita Karya Persero Tbk PT,25161835.549999997,3,103.68506868278197,listed,listed,rule,
NM:T TEKHNOLOGII MKPAO RUB,0.0,0.0,58,TCS Group Holding PLC,25027332.11,6,0.9441951701273599,listed,listed,rule,
NM:CIFI EVER SUNSHINE SERVICES,0.0,0.20512820512820512,39,CIFI Ever Sunshine Services Group Ltd,24774212.32,5,36.45922436739235,unclassified,unclassified,unclassified,
NM:KAISA,0.0,0.0,31,Kaisa Group Holdings Ltd,24752875.63,5,17.622533283045726,listed,listed,rule,
NM:ROCKET INTERNET SE,0.0,0.0,9,ROCKET INTERNET SE,24000976.42,1,0.01630799351763912,listed,listed,rule,
ROW:307810,0.0,0.2222222222222222,27,"Endo, Inc.",23378976.39,3,1.7543859649122862,unclassified,unclassified,unclassified,
NM:SKF INDIA INDUSTRIAL,0.0,0.0,6,SKF India Industrial Ltd,23375082.97,1,0.007067574664021414,listed,listed,rule,
NM:FAURECIA SE,0.0,0.0,6,Faurecia SE,23138674.36,1,0.8880627441387956,listed,listed,rule,
ROW:271000,0.0,0.2777777777777778,36,DIGICEL LTD,22771682.13841085,4,61.713977293522305,unclassified,unclassified,unclassified,
NM:POINTSBET,0.0,0.0,6,PointsBet Holdings Ltd,22637920.2,1,0.35896830774617694,listed,listed,rule,
NM:TECH DATA,0.0,0.0,10,Tech Data Corp,22536190.0,1,0.0,listed,listed,rule,
NM:ASTRANIS SPACE,0.6,0.8,5,ASTRANIS SPACE TECHNOLOGIES CORP,22423755.290000003,1,17.656250000000018,venture,venture,rule,
NM:SQUARESPACE,0.4375,0.875,16,SQUARESPACE CL C COMMON STK,22401653.67,1,0.0006276642104285912,venture,venture,rule,
NM:VITAL HEALTHCARE PROPERTY TRUST,0.0,0.0,8,Vital Healthcare Property Trust,22093018.6,1,0.0033014606658277046,listed,listed,rule,
NM:REDCO PROPERTIES,0.0,0.6440677966101694,59,Redco Properties Group Ltd,21970479.36,7,77.54638694896572,unclassified,unclassified,unclassified,
NM:NEW FORTRESS ENERGY,0.0,0.0,24,NEW FORTRESS ENERGY INC,21871958.16,2,4.926069439761804,listed,listed,rule,
NM:COBANK ACB,0.0,0.0,14,"CoBank, ACB",21640518.75,1,0.8750000000000036,listed,listed,rule,
NM:DEUTSCHE EUROSHOP,0.0,0.0,11,DEUTSCHE EUROSHOP,21610978.38,1,4.651164273711839,listed,listed,rule,
NM:FREEDOM FOODS,0.0,0.0,28,Freedom Foods Group Ltd,21439547.34,5,33.33344206276614,listed,listed,rule,
NM:HAITONG SECURITIES,0.0,0.0,37,Haitong Securities Co Ltd,20994955.13,2,120.1564668979023,listed,listed,rule,
NM:WATERLOO INVESTMENT L,0.0,0.0,76,Waterloo Investment Holdings L,20857750.0,12,19.999999999999996,listed,listed,rule,
NM:ROOFSTOCK,0.0,0.8333333333333334,12,ROOFSTOCK,20851523.83,2,129.7897818653346,unclassified,unclassified,unclassified,
NM:MGM,0.0,0.0,5,MGM Holdings Inc,20682146.0,1,0.7518796992481258,listed,listed,rule,
NM:BANK OF NINGBO,0.0,0.0,7,BANK OF NINGBO CO LTD,20478320.74,1,0.16256818226878522,listed,listed,rule,
NM:MOTHERSON SUMI,0.0,0.037037037037037035,27,MOTHERSON SUMI WIRING INDIA LTD,20206971.31,2,7.291624241526973,unclassified,unclassified,unclassified,
NM:F F,0.0,0.0,5,F&F Co Ltd,19694556.770000003,1,4.9977811777957015e-05,listed,listed,rule,
NM:ASCENT RESOURCES MARCELLUS,0.0,0.0,12,"Tribune Resources, Inc.",19049589.75,2,73.08059587471354,listed,listed,rule,
NM:RAYMOND LIFESTYLE,0.0,0.0,11,RAYMOND LIFESTYLE LTD AURANGABAD,19049473.53,1,0.0011343290654552973,listed,listed,rule,
NM:KWG LIVING,0.0,0.14285714285714285,7,KWG Living Group Holdings Ltd,19019735.97,1,5.285247572928142e-07,unclassified,unclassified,unclassified,
NM:STEARNS,0.0,0.22580645161290322,93,STEARNS HOLDINGS LLC,18349776.82,8,15.647302999247925,unclassified,unclassified,unclassified,
NM:ICA TENEDORA SA DE CV,0.0,0.0,42,ICA Tenedora SA de CV,18080360.16,6,3.75401097651995e-05,listed,listed,rule,
NM:WOOD,0.0,0.01694915254237288,59,John Wood Group PLC,17865225.689999998,5,72.63444978068591,unclassified,unclassified,unclassified,
NM:ISU SPECIALTY CHEMICAL,0.0,0.0,5,ISU Specialty Chemical,17657006.42,1,0.16811790400139692,listed,listed,rule,
NM:MAEDA,0.0,0.0,10,Maeda Corp,17384952.48,1,1.844563763329754,listed,listed,rule,
NM:KWALITY WALLS INDIA INR,0.0,0.021739130434782608,46,Kwality Wall's India Ltd,17379809.580000002,2,6.794968602131279,unclassified,unclassified,unclassified,
NM:SUMMIT THERAPEUTICS,0.0,0.0,7,Summit Therapeutics Inc,17343762.63,1,1.2197842735872655e-07,listed,listed,rule,
